% Model:              IceShelf2D_forward.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 8 2025, 10:43
% Dimension:          2
% Nodes:              100000
% Expressions:        4
% Description:        Dependent variable u, Dependent variable v, Dependent variable H, given viscosity
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  H (m)                    nu (Pa*s)
52699.99999999999         100                      2.01659794932667E-5      -4.845715724589316E-8    201.45297981959789       2.2157999364359203E13
52900                     100                      2.031553638739758E-5     -4.8560919411689284E-8   200.89461522962583       2.2178834342604953E13
53099.99999999999         100                      2.0465653608633736E-5    -4.8647170373746015E-8   200.36617938655223       2.2199669320850707E13
53300                     100                      2.0616331162657213E-5    -4.871627113781614E-8    199.86693843862562       2.222050429909646E13
53500                     100                      2.0767578652526353E-5    -4.882447076150317E-8    199.30402460982586       2.224133927734222E13
53700                     100                      2.0919381644772128E-5    -4.888744457429741E-8    198.81685189080787       2.2262174255587973E13
53900                     100                      2.107175438065259E-5     -4.8989211183824434E-8   198.2662538192411        2.2283009233833727E13
54100                     100                      2.122468735647706E-5     -4.907409032341634E-8    197.74492276181425       2.2303844212079477E13
54300                     100                      2.1378180601035575E-5    -4.914195203072424E-8    197.25245975255677       2.2324679190325234E13
54500                     100                      2.1532243525546754E-5    -4.924857340256632E-8    196.6973276601441        2.2345514168570984E13
54700                     100                      2.1686861684250176E-5    -4.9310204310594754E-8   196.21698500460244       2.236634914681674E13
54900                     100                      2.1842049663350975E-5    -4.941112899082317E-8    195.67388295622055       2.2387184125062496E13
55100                     100                      2.1997797672139177E-5    -4.949470489398504E-8    195.15993576660443       2.240801910330825E13
55300                     100                      2.21541055401664E-5      -4.956146753790109E-8    194.674440911766         2.2428854081554004E13
55500                     100                      2.2310982985578787E-5    -4.9667133663379604E-8   194.1272247159158        2.244968905979975E13
55700                     100                      2.2468415796509384E-5    -4.972838410592976E-8    193.65351691169198       2.2470524038045508E13
55900                     100                      2.262641775137506E-5     -4.982783203025618E-8    193.1184390455945        2.2491359016291266E13
56100                     100                      2.2784979607543965E-5    -4.991085929209509E-8    192.61188850878654       2.2512193994537016E13
56300                     100                      2.2944101532841887E-5    -4.9977660052527474E-8   192.13319139834428       2.2533028972782773E13
56500                     100                      2.3103792475619414E-5    -5.008216027546619E-8    191.59411407128155       2.2553863951028527E13
56700                     100                      2.3264038442547353E-5    -5.0143158966211236E-8   191.1273573375853        2.257469892927428E13
56900.00000000001         100                      2.3424853651425035E-5    -5.024256009167139E-8    190.60005286654166       2.259553390752003E13
57100                     100                      2.3586228529889657E-5    -5.032527339745801E-8    190.10100681447017       2.261636888576579E13
57300.00000000001         100                      2.374816290215429E-5     -5.0391831909593366E-8   189.6295692592467        2.263720386401154E13
57500                     100                      2.3910666225616517E-5    -5.0496434678901166E-8   189.09854842959595       2.2658038842257293E13
57699.99999999999         100                      2.4073724634314102E-5    -5.055803831083876E-8    188.6387077874937        2.2678873820503047E13
57900                     100                      2.4237351544644193E-5    -5.0657018785687646E-8   188.11960461272915       2.26997087987488E13
58099.99999999999         100                      2.4401537934094935E-5    -5.0740246549057915E-8   187.6281839649139        2.272054377699456E13
58300                     100                      2.456628395461124E-5     -5.0807921193935425E-8   187.16382195838045       2.274137875524031E13
58500                     100                      2.4731598300638346E-5    -5.091249990936708E-8    186.64111877815336       2.2762213733486062E13
58700                     100                      2.4897467342440292E-5    -5.0975016359655864E-8   186.18849913662999       2.278304871173182E13
58900                     100                      2.50639048890575E-5      -5.107513168079078E-8    185.67739268316708       2.280388368997757E13
59100                     100                      2.5230901617665175E-5    -5.115927566048213E-8    185.19372410196664       2.2824718668223324E13
59300                     100                      2.5398457344905494E-5    -5.1227983993964436E-8   184.73689135063378       2.284555364646908E13
59500                     100                      2.5566581233179996E-5    -5.133396375333712E-8    184.2224711546433        2.2866388624714832E13
59700                     100                      2.573525980341062E-5     -5.139841566752746E-8    183.77708167604627       2.2887223602960586E13
59900                     100                      2.5904506059951107E-5    -5.149951494332067E-8    183.2743983904157        2.2908058581206336E13
60100                     100                      2.6074311224739913E-5    -5.1585601982553485E-8   182.79862628182937       2.2928893559452094E13
60300                     100                      2.624467542725436E-5     -5.1656883068872503E-8   182.349187127393         2.2949728537697848E13
60500                     100                      2.641560707310215E-5     -5.176437722414643E-8    181.84331540859887       2.29705635159436E13
